"probeID"	"GeneSymbol"
"11746228_a_at"	"AHNAK2"
"11746229_a_at"	"RPL31"
"11746230_a_at"	"ZMYM6"
"11746231_x_at"	"ZMYM6"
"11746232_a_at"	"KIDINS220"
"11746233_s_at"	"PI4KA"
"11746233_s_at"	"PI4KAP1"
"11746233_s_at"	"PI4KAP2"
"11746234_a_at"	"ZNF106"
"11746235_a_at"	"LIN37"
"11746236_a_at"	"LIN37"
"11746237_x_at"	"AKTIP"
"11746238_a_at"	"RBM14-RBM4"
"11746238_a_at"	"RBM4"
"11746454_a_at"	"USP15"
"11746455_a_at"	"JAM2"
"11746456_x_at"	"GPR155"
"11746457_a_at"	"RNPC3"
"11746458_s_at"	"LOC102724229"
"11746458_s_at"	"POLR2J4"
"11746458_s_at"	"RASA4"
"11746458_s_at"	"RASA4B"
"11746459_a_at"	"KMT2C"
"11746460_a_at"	"ZNF711"
"11746461_a_at"	"TACC3"
"11746462_a_at"	"LMO7"
"11746463_a_at"	"IL6"
"11746464_a_at"	"YAF2"
"11746465_a_at"	"EPS15L1"
"11746466_a_at"	"PRMT2"
"11746467_a_at"	"HELLS"
"11746468_a_at"	"DARS"
"11746469_x_at"	"DARS"
"11746470_a_at"	"MAP4K4"
"11746471_s_at"	"MAP4K4"
"11746472_a_at"	"XRN2"
"11746473_x_at"	"CDIPT"
"11746474_a_at"	"AHSG"
"11746475_a_at"	"MFSD4"
"11746476_x_at"	"CALD1"
"11746477_a_at"	"COX6B2"
"11746478_a_at"	"PRKAR2A"
"11746479_a_at"	"ADAP1"
"11746479_a_at"	"COX19"
"11746480_x_at"	"ADAP1"
"11746480_x_at"	"COX19"
"11746481_a_at"	"TMEM219"
"11746482_a_at"	"PBRM1"
"11746483_a_at"	"MYO6"
"11746484_s_at"	"FAR2P1"
"11746484_s_at"	"FAR2P2"
"11746484_s_at"	"FAR2P3"
"11746485_x_at"	"FAR2P2"
"11746485_x_at"	"FAR2P3"
"11746486_a_at"	"PTPRE"
"11746487_at"	"LINC00638"
"11746488_a_at"	"B9D1"
"11746489_x_at"	"GPAA1"
"11746490_a_at"	"TRIM50"
"11746491_x_at"	"PACRGL"
"11746492_s_at"	"SGCE"
"11746493_a_at"	"PIP4K2A"
"11746494_x_at"	"PIP4K2A"
"11746495_a_at"	"CARD10"
"11746496_a_at"	"YAP1"
"11746497_a_at"	"MSI2"
"11746498_a_at"	"LZTS1"
"11746499_a_at"	"GSTO2"
"11746500_x_at"	"GSTO2"
"11746501_x_at"	"ANKRD30BP2"
"11746502_s_at"	"ZNF814"
"11746503_a_at"	"EHF"
"11746504_a_at"	"ICA1"
"11746505_x_at"	"ICA1"
"11746506_a_at"	"SPP1"
"11746507_a_at"	"ZFYVE27"
"11746508_x_at"	"ZFYVE27"
"11746509_a_at"	"TDG"
"11746510_x_at"	"PSMD6"
"11746511_s_at"	"SEPHS1"
"11746512_a_at"	"MTX3"
"11746513_a_at"	"RPRD2"
"11746514_a_at"	"KIF21B"
"11746515_a_at"	"PDE7B"
"11746516_a_at"	"ADAM15"
"11746517_a_at"	"ZNF484"
"11746518_a_at"	"BVES"
"11746519_x_at"	"NOC2L"
"11746520_a_at"	"EVI5L"
"11746521_x_at"	"EVI5L"
"11746522_s_at"	"FOXO3"
"11746522_s_at"	"FOXO3B"
"11746523_x_at"	"FOXO3"
"11746524_a_at"	"FAM81A"
"11746525_a_at"	"RBM48"
"11746526_a_at"	"PITRM1"
"11746527_a_at"	"EIF4ENIF1"
"11746528_a_at"	"ATP2B4"
"11746529_x_at"	"TNFRSF14"
"11746530_s_at"	"SLC25A15"
"11746531_a_at"	"TYW5"
"11746532_s_at"	"BDKRB2"
"11746533_a_at"	"KIAA1217"
"11746534_a_at"	"TLR10"
"11746535_x_at"	"LOC100132167"
"11746536_a_at"	"WSB2"
"11746537_x_at"	"EIF4G3"
"11746538_s_at"	"SPATA31C1"
"11746538_s_at"	"SPATA31C2"
"11746539_x_at"	"SPATA31C2"
"11746540_a_at"	"CAMK2D"
"11746541_a_at"	"RGS12"
"11746542_x_at"	"SPIDR"
"11746543_a_at"	"SNX9"
"11746544_a_at"	"IPO8"
"11746545_a_at"	"DAPK1"
"11746546_s_at"	"LOC102723655"
"11746546_s_at"	"LOC102723713"
"11746546_s_at"	"TP53TG3"
"11746546_s_at"	"TP53TG3B"
"11746546_s_at"	"TP53TG3C"
"11746546_s_at"	"TP53TG3D"
"11746546_s_at"	"TP53TG3E"
"11746546_s_at"	"TP53TG3F"
"11746547_a_at"	"SLC2A5"
"11746548_s_at"	"CNN2"
"11746549_x_at"	"CNN2"
"11746550_a_at"	"C17orf99"
"11746551_a_at"	"SEMA6C"
"11746552_s_at"	"TMEM106A"
"11746553_a_at"	"SSX2IP"
"11746554_a_at"	"SPARC"
"11746555_x_at"	"SPARC"
"11746556_a_at"	"SLBP"
"11746562_x_at"	"ZFP36L1"
"11746680_s_at"	"ACSM2A"
"11746680_s_at"	"ACSM2B"
"11746681_a_at"	"VNN3"
"11746682_a_at"	"AACS"
"11746683_a_at"	"NPR3"
"11746684_a_at"	"PXK"
"11746685_x_at"	"PXK"
"11746686_a_at"	"GKAP1"
"11746687_a_at"	"ZSCAN1"
"11746688_at"	"LOC100288358"
"11746689_a_at"	"FAM46A"
"11746690_a_at"	"URB2"
"11746691_s_at"	"ARID4B"
"11746692_a_at"	"BAZ1A"
"11746693_a_at"	"COBL"
"11746694_a_at"	"PAFAH1B1"
"11746695_s_at"	"PAFAH1B1"
"11746696_x_at"	"DOCK8"
"11746697_a_at"	"SLC3A2"
"11746698_a_at"	"GNAS"
"11746699_x_at"	"TAGLN"
"11746700_s_at"	"ITM2A"
"11746701_s_at"	"LINC00654"
"11746702_a_at"	"NKAIN3"
"11746703_a_at"	"FAM219A"
"11746704_x_at"	"HAUS7"
"11746705_a_at"	"RGS16"
"11746706_a_at"	"EMC9"
"11746707_at"	"LINC00314"
"11746708_at"	"LOC389834"
"11746709_at"	"MAML1"
"11746710_a_at"	"DOCK10"
"11746711_a_at"	"NDUFAF7"
"11746712_a_at"	"IQSEC1"
"11746713_a_at"	"SLC35F6"
"11746714_a_at"	"NUP43"
"11746715_a_at"	"KIRREL3"
"11746716_s_at"	"KIRREL3"
"11746717_a_at"	"KDM4C"
"11746718_at"	"KDM4C"
"11746719_a_at"	"LMCD1"
"11746720_a_at"	"PPP1CB"
"11746721_a_at"	"TREM1"
"11746722_a_at"	"ZMYND8"
"11746723_a_at"	"NPC1"
"11746724_a_at"	"BTN2A3P"
"11746725_at"	"BTN2A3P"
"11746726_a_at"	"SUPT6H"
"11746727_s_at"	"FBXO38"
"11746728_at"	"LINC00941"
"11746729_a_at"	"LRMP"
"11746730_a_at"	"TRIM29"
"11746731_x_at"	"TRIM29"
"11746732_a_at"	"GRAMD3"
"11746733_x_at"	"GRAMD3"
"11746734_a_at"	"SCN1B"
"11746735_a_at"	"IFT140"
"11746736_a_at"	"CACNA2D3"
"11746737_a_at"	"TMBIM1"
"11746738_x_at"	"RILPL1"
"11746739_a_at"	"ORC2"
"11746740_a_at"	"CTTN"
"11746741_a_at"	"HRH3"
"11746742_a_at"	"ASL"
"11746743_a_at"	"RUVBL2"
"11746744_a_at"	"TBC1D4"
"11746745_a_at"	"CHRM4"
"11746746_a_at"	"AKAP9"
"11746747_a_at"	"COQ2"
"11746748_a_at"	"ERG"
"11746749_a_at"	"ZBBX"
"11746750_a_at"	"MAPKBP1"
"11746751_a_at"	"RAPGEF6"
"11746752_a_at"	"NOTCH4"
"11746753_a_at"	"CCDC180"
"11746753_a_at"	"LOC100499484-C9ORF174"
"11746754_a_at"	"ZDHHC7"
"11746755_s_at"	"SLC28A3"
"11746756_a_at"	"KY"
"11746757_x_at"	"KY"
"11746758_a_at"	"KANSL3"
"11746759_at"	"HSD52"
"11746760_a_at"	"ERGIC1"
"11746761_a_at"	"PXK"
"11746762_a_at"	"ZNF211"
"11746763_x_at"	"MOG"
"11746764_a_at"	"SCEL"
"11746765_x_at"	"SCEL"
"11746766_a_at"	"TEKT4"
"11746767_a_at"	"ITGA4"
"11746768_a_at"	"SUV39H1"
"11746820_a_at"	"SMAD2"
"11746821_a_at"	"ETNPPL"
"11746822_at"	"LOC100289455"
"11746823_a_at"	"RASSF4"
"11746824_x_at"	"PXMP4"
"11746825_a_at"	"FPGT"
"11746826_a_at"	"YWHAG"
"11746827_a_at"	"DNAAF5"
"11746828_x_at"	"SUMO1"
"11746829_x_at"	"DDX55"
"11746830_a_at"	"AGR2"
"11746831_s_at"	"CDK11A"
"11746831_s_at"	"CDK11B"
"11746832_a_at"	"ARID1A"
"11746833_a_at"	"CASC2"
"11746834_a_at"	"ACADM"
"11746835_a_at"	"HSPA12B"
"11746836_a_at"	"TMEFF2"
"11746837_a_at"	"PLK2"
"11746838_a_at"	"GIGYF2"
"11746839_a_at"	"SKIV2L"
"11746840_a_at"	"PPP1R9A"
"11746841_a_at"	"ABI2"
"11746842_x_at"	"ABI2"
"11746843_a_at"	"ABI2"
"11746844_a_at"	"TMEM143"
"11746845_a_at"	"TMEM143"
"11746846_a_at"	"NAPEPLD"
"11746847_x_at"	"NAPEPLD"
"11746848_x_at"	"ZNF532"
"11746849_a_at"	"C8orf34"
"11746850_a_at"	"STAT6"
"11746851_a_at"	"FAM192A"
"11746852_s_at"	"PCDHB12"
"11746853_x_at"	"POMGNT1"
"11746854_a_at"	"SPINT1"
"11746855_a_at"	"APOA1BP"
"11746856_a_at"	"SERPINE1"
"11746857_a_at"	"WDR55"
"11746858_a_at"	"LPA"
"11746859_a_at"	"LPA"
"11746860_a_at"	"SGSM1"
"11746861_a_at"	"CACNA2D4"
"11746862_x_at"	"ARSJ"
"11746863_x_at"	"ARSJ"
"11746864_a_at"	"CSMD2"
"11746865_a_at"	"SFSWAP"
"11746866_a_at"	"APP"
"11746867_a_at"	"GRIK2"
"11746868_a_at"	"GIT2"
"11746869_a_at"	"EVI5"
"11746870_a_at"	"SLC17A1"
"11746871_a_at"	"GATAD2A"
"11746872_a_at"	"COL1A1"
"11746879_a_at"	"ZNF80"
"11746880_x_at"	"FLNA"
"11746881_a_at"	"ZNF155"
"11746882_x_at"	"ZNF155"
"11746883_a_at"	"ABCC12"
"11746884_a_at"	"RAD52"
"11746885_s_at"	"RAD52"
"11746886_x_at"	"RAD52"
"11746887_a_at"	"NUDT16P1"
"11746888_x_at"	"BPHL"
"11746889_a_at"	"CKAP4"
"11746890_a_at"	"RPS6KL1"
"11746891_x_at"	"RPS6KL1"
"11746892_a_at"	"PPWD1"
"11746893_a_at"	"MPP1"
"11746894_x_at"	"MPP1"
"11746895_a_at"	"BIN1"
"11746896_a_at"	"ALDH2"
"11746897_a_at"	"CRTAP"
"11746898_x_at"	"ADH1B"
"11746899_x_at"	"UROS"
"11746900_a_at"	"PPEF2"
"11746901_x_at"	"PPEF2"
"11746902_a_at"	"PKNOX1"
"11746903_s_at"	"DNM1P46"
"11746904_a_at"	"RGL2"
"11746905_x_at"	"RGL2"
"11746906_s_at"	"CARD8"
"11746907_a_at"	"PDE4D"
"11746908_a_at"	"LTBR"
"11746909_a_at"	"A1CF"
"11746910_x_at"	"HTRA4"
"11746911_s_at"	"CALCOCO2"
"11746912_a_at"	"TNIP3"
"11746913_x_at"	"SLC9B2"
"11746914_a_at"	"ACAD8"
"11746915_x_at"	"ACAD8"
"11746916_a_at"	"SNX7"
"11746917_s_at"	"ANXA8"
"11746917_s_at"	"ANXA8L1"
"11746917_s_at"	"LINC00842"
"11746918_a_at"	"L2HGDH"
"11746919_a_at"	"TPM3"
"11746920_a_at"	"C5orf34"
"11746921_a_at"	"RANBP17"
"11746922_x_at"	"TNNT3"
"11746923_a_at"	"HSPB6"
"11746924_x_at"	"SHROOM4"
"11746925_a_at"	"UMODL1"
"11746926_a_at"	"CCDC110"
"11746927_a_at"	"FAM155A"
"11746928_a_at"	"ENC1"
"11746929_a_at"	"MOB3C"
"11746930_a_at"	"BHLHE41"
"11746931_a_at"	"INHBA"
"11746932_a_at"	"ASPHD1"
"11746933_a_at"	"ATP6V0A2"
"11746934_a_at"	"SPIRE1"
"11746935_a_at"	"WARS2"
"11746936_x_at"	"FKBP9"
"11746937_a_at"	"CTDSP2"
"11746938_a_at"	"NAA30"
"11746939_a_at"	"ZNRF1"
"11746940_a_at"	"CD9"
"11746941_s_at"	"FAM138A"
"11746941_s_at"	"FAM138B"
"11746941_s_at"	"FAM138C"
"11746941_s_at"	"FAM138D"
"11746941_s_at"	"FAM138F"
"11746942_a_at"	"DYNC1LI2"
"11746943_a_at"	"SH2D6"
"11746944_a_at"	"AGXT2"
"11746945_a_at"	"UBL4A"
"11746946_a_at"	"AGGF1"
"11746947_a_at"	"PTPRA"
"11746948_a_at"	"HNRNPDL"
"11746949_x_at"	"HNRNPDL"
"11746950_a_at"	"NUPL2"
"11746951_a_at"	"REXO2"
"11746952_x_at"	"MDK"
"11746953_a_at"	"PPIL2"
"11746954_s_at"	"CCL4"
"11746954_s_at"	"CCL4L1"
"11746954_s_at"	"CCL4L2"
"11746955_at"	"SH3RF3-AS1"
"11746956_a_at"	"ABHD2"
"11746957_a_at"	"TNFRSF10C"
"11746958_s_at"	"ASIC1"
"11746959_a_at"	"ABCF3"
"11746960_x_at"	"ABCF3"
"11746961_a_at"	"HLA-DMB"
"11746962_x_at"	"HLA-DMB"
"11746963_a_at"	"DNAJB2"
"11746964_a_at"	"BRIX1"
"11746965_a_at"	"ANPEP"
"11746966_a_at"	"DNASE1L3"
"11747022_a_at"	"ATP13A4"
"11747023_a_at"	"RPS6KC1"
"11747024_a_at"	"CHRM5"
"11747025_a_at"	"ERBB3"
"11747026_a_at"	"SLC1A4"
"11747027_s_at"	"SLC1A4"
"11747028_at"	"HMCN2"
"11747029_a_at"	"SDR16C5"
"11747030_a_at"	"NETO1"
"11747031_a_at"	"DMPK"
"11747032_a_at"	"SLC52A3"
"11747033_at"	"LOC162137"
"11747034_a_at"	"IL7"
"11747035_a_at"	"IL7"
"11747036_a_at"	"ZNF385B"
"11747037_a_at"	"TRPM2"
"11747038_a_at"	"METTL20"
"11747039_x_at"	"EHD1"
"11747040_a_at"	"RABEP2"
"11747041_x_at"	"CCT4"
"11747042_a_at"	"CNTNAP2"
"11747043_at"	"ADAMTSL4-AS1"
"11747044_s_at"	"WBSCR16"
"11747045_a_at"	"PRRT3"
"11747046_x_at"	"CAPZA2"
"11747047_a_at"	"MAP3K7CL"
"11747048_a_at"	"ZDHHC20"
"11747049_a_at"	"B4GALT1"
"11747050_x_at"	"GPR137"
"11747051_x_at"	"SLC35C2"
"11747052_s_at"	"GALNT4"
"11747052_s_at"	"POC1B-GALNT4"
"11747053_a_at"	"BHMT"
"11747054_a_at"	"FAM167A"
"11747055_a_at"	"GFRA1"
"11747056_a_at"	"ASXL1"
"11747057_at"	"C10orf142"
"11747058_a_at"	"DTWD1"
"11747059_a_at"	"ZBTB7C"
"11747060_a_at"	"MGAT4A"
"11747061_a_at"	"COG2"
"11747062_a_at"	"PROM2"
"11747063_a_at"	"LMBRD2"
"11747064_x_at"	"ANXA11"
"11747065_x_at"	"NUP88"
"11747066_x_at"	"EIF4B"
"11747067_a_at"	"CCT5"
"11747068_x_at"	"CCT5"
"11747069_s_at"	"DDX11"
"11747069_s_at"	"LOC642846"
"11747070_a_at"	"PRUNE"
"11747071_x_at"	"UGT2B4"
"11747072_s_at"	"TUBB6"
"11747073_a_at"	"ACTN4"
"11747074_x_at"	"ACTN4"
"11747075_a_at"	"TMEM165"
"11747076_a_at"	"DBNL"
"11747077_x_at"	"EEF1A1"
"11747077_x_at"	"EEF1A1P5"
"11747077_x_at"	"SNORD141A"
"11747077_x_at"	"SNORD141B"
"11747332_a_at"	"HSPBP1"
"11747333_a_at"	"HSD17B4"
"11747334_a_at"	"DDX39A"
"11747335_a_at"	"CEP70"
"11747336_x_at"	"MED24"
"11747337_x_at"	"EIF3I"
"11747338_a_at"	"ZNF544"
"11747339_a_at"	"ABCB9"
"11747340_x_at"	"ABCB9"
"11747341_a_at"	"ARL6"
"11747342_a_at"	"TTF2"
"11747343_x_at"	"LOC105369261"
"11747343_x_at"	"SPN"
"11747344_a_at"	"ACADM"
"11747345_s_at"	"ACADM"
"11747346_x_at"	"ACADM"
"11747347_a_at"	"ARHGEF10L"
"11747348_a_at"	"PSAT1"
"11747349_s_at"	"PSAT1"
"11747350_s_at"	"BTBD10"
"11747351_a_at"	"ZSCAN32"
"11747352_a_at"	"ZSCAN32"
"11747353_a_at"	"CUL1"
"11747354_a_at"	"IQGAP2"
"11747355_a_at"	"FSCN1"
"11747356_x_at"	"FSCN1"
"11747357_a_at"	"CIAPIN1"
"11747358_x_at"	"CIAPIN1"
"11747359_a_at"	"JADE1"
"11747360_s_at"	"TSSK1B"
"11747361_x_at"	"HMGA1"
"11747390_a_at"	"FBXO44"
"11747391_x_at"	"FBXO44"
"11747392_x_at"	"IMMT"
"11747393_a_at"	"FRMD8"
"11747394_a_at"	"ORC3"
"11747395_a_at"	"MOBP"
"11747396_a_at"	"DHX38"
"11747539_x_at"	"MYD88"
"11747553_a_at"	"MCCC1"
"11747554_a_at"	"TANGO2"
"11747555_x_at"	"ENO3"
"11747556_s_at"	"SARM1"
"11747557_a_at"	"RPRD2"
"11747558_a_at"	"RASGRP1"
"11747559_a_at"	"PDZRN3"
"11747560_a_at"	"RPS6KB2"
"11747561_s_at"	"RPS6KB2"
"11747562_a_at"	"AP1G1"
"11747563_a_at"	"PLOD3"
"11747564_s_at"	"HS6ST1"
"11747565_a_at"	"PPP2R4"
"full length"	"AK293833(11),AK297708(11),BC001072(11),BC004456(11),ENST00000372257(11),ENST00000372259(11),ENST00000456170(11),NM_001301698(11),NM_001301699(11),NM_001301700(10),NM_001301701(11),NM_024066(11),OTTHUMT00000020243(11),OTTHUMT00000020321(11),OTTHUMT00000021283(11),uc001clt.3,uc010okv.2,uc010okw.2,XM_005271186(10),XM_006710891(11),XM_011542112(11)"
"11747593_a_at"	"SH3BGRL"
"11747594_x_at"	"SH3BGRL"
"11747595_at"	"CD69"
"11747596_a_at"	"MAP7"
"11747597_x_at"	"CLEC2D"
"11747598_a_at"	"CLPTM1"
"11747599_x_at"	"CLPTM1"
"11747600_a_at"	"WWP2"
"11747601_a_at"	"SLC25A14"
"11747602_a_at"	"MAP3K8"
"11747642_a_at"	"TMEM129"
"11747643_s_at"	"BUB3"
"11747644_s_at"	"LIMS1"
"11747644_s_at"	"LIMS3"
"11747644_s_at"	"LIMS3-LOC440895"
"11747644_s_at"	"LIMS3L"
"11747645_a_at"	"ADAM17"
"11747646_a_at"	"MSTO1"
"11747646_a_at"	"MSTO2P"
"11747647_x_at"	"MSTO1"
"11747648_a_at"	"TCAIM"
"11747649_a_at"	"GPR132"
"11747650_a_at"	"LRRC41"
"11747651_a_at"	"CARNS1"
"11747652_a_at"	"CDC25B"
"11747653_x_at"	"CDC25B"
"11747654_a_at"	"SGK2"
"11747655_a_at"	"TM9SF4"
"11747656_a_at"	"MYEOV"
"11747657_a_at"	"CDK10"
"11747658_x_at"	"CDK10"
"11747659_a_at"	"ARMCX4"
"11747660_a_at"	"DMTN"
"11747661_x_at"	"DMTN"
"11747662_x_at"	"PTGES3"
"11747663_a_at"	"L3HYPDH"
"11747664_a_at"	"UBXN8"
"11747665_a_at"	"LYSMD4"
"11747666_a_at"	"WARS"
"11747667_x_at"	"C16orf58"
"11747668_a_at"	"NECAP1"
"11747669_x_at"	"ITM2C"
"11747670_a_at"	"WDR73"
"11747671_x_at"	"CRIP2"
"11747672_a_at"	"KTN1"
"11747673_a_at"	"SACM1L"
"11747674_a_at"	"ATP1A2"
"11747675_a_at"	"SUN1"
"11747676_a_at"	"LETMD1"
"11747677_a_at"	"BZW2"
"11747678_x_at"	"BZW2"
"11747679_x_at"	"BZW2"
"11747680_a_at"	"THRA"
"11747681_x_at"	"THRA"
"11747682_a_at"	"RAPGEFL1"
"11747683_a_at"	"ARHGAP27"
"11747684_a_at"	"SRSF1"
"11747685_a_at"	"ARFIP2"
"11747686_x_at"	"ARFIP2"
"11747687_a_at"	"SUPT6H"
"11747688_a_at"	"ZNF623"
"11747689_a_at"	"NFATC2IP"
"11747690_s_at"	"FAM21A"
"11747690_s_at"	"FAM21C"
"11747691_a_at"	"GARNL3"
"11747692_a_at"	"IQUB"
"11747693_a_at"	"MME"
"11747694_a_at"	"ANO9"
"11747695_x_at"	"DLGAP1"
"11747696_a_at"	"WDR24"
"11747697_x_at"	"CLPTM1"
"11747698_x_at"	"TCF4"
"11747699_a_at"	"ADORA1"
"11747700_x_at"	"UBAP1"
"11747701_a_at"	"SLC34A1"
"11747702_a_at"	"RASSF8"
"11747703_x_at"	"CARD8"
"11747704_a_at"	"CLDN11"
"11747705_x_at"	"TBC1D3P2"
"11747706_a_at"	"PAQR6"
"11747707_x_at"	"PAQR6"
"11747708_a_at"	"CCSER2"
"11747709_a_at"	"PITPNB"
"11747710_a_at"	"SMARCD2"
"11747711_a_at"	"LDB1"
"11747712_s_at"	"LOC101060429"
"11747712_s_at"	"LOC101930075"
"11747712_s_at"	"LOC102724993"
"11747712_s_at"	"NPIPA1"
"11747712_s_at"	"NPIPA2"
"11747712_s_at"	"NPIPA3"
"11747712_s_at"	"NPIPA5"
"11747712_s_at"	"NPIPA7"
"11747712_s_at"	"NPIPA8"
"11747712_s_at"	"PKD1"
"11747712_s_at"	"PKD1P1"
"11747712_s_at"	"PKD1P6"
"11747713_a_at"	"PRC1"
"11747714_a_at"	"ABCA8"
"11747715_s_at"	"SULT1C4"
"11747716_a_at"	"PMFBP1"
"11747717_a_at"	"MMP14"
"11747718_a_at"	"SPINT1"
"11747719_a_at"	"KIAA0391"
"11747720_a_at"	"BIRC5"
"11747721_s_at"	"CXorf40A"
"11747721_s_at"	"CXorf40B"
"11747722_x_at"	"IQCC"
"11747723_a_at"	"DAXX"
"11747724_a_at"	"NUDT12"
"11747725_a_at"	"STXBP6"
"11747726_s_at"	"STXBP6"
"11747727_x_at"	"LMAN2L"
"11747728_a_at"	"SYP"
"11747729_s_at"	"SDHA"
"11747729_s_at"	"SDHAP1"
"11747729_s_at"	"SDHAP2"
"11747730_a_at"	"DOCK4"
"11747731_a_at"	"DBF4"
"11747732_a_at"	"ADCK3"
"11747733_a_at"	"LRRC14"
"11747734_a_at"	"KIAA0895"
"11747735_x_at"	"LIMS1"
"11747736_s_at"	"CNN1"
"11747737_x_at"	"CNN1"
"11747738_x_at"	"USP39"
"11747739_a_at"	"PPP2R1A"
"11747740_x_at"	"PPP2R1A"
"11747741_a_at"	"SLC25A22"
"11747742_a_at"	"MTF2"
"11747743_x_at"	"MTF2"
"11747744_s_at"	"CKMT1A"
"11747744_s_at"	"CKMT1B"
"11747745_a_at"	"HADHB"
"11747746_x_at"	"HADHB"
"11747747_a_at"	"MVK"
"11747748_a_at"	"ETV1"
"11747749_a_at"	"SMARCA2"
"11747750_a_at"	"CLCNKB"
"11747751_s_at"	"SLC2A14"
"11747751_s_at"	"SLC2A3"
"11747752_x_at"	"MORF4L1"
"11747753_a_at"	"CPSF4"
"11747754_a_at"	"BTBD2"
"11747755_a_at"	"KRT13"
"11747756_x_at"	"KRT13"
"11747757_x_at"	"RNF167"
"11747758_a_at"	"---"
"11747762_x_at"	"MAGOH"
"11747766_a_at"	"ARID5A"
"11747767_a_at"	"MBD1"
"11747768_a_at"	"FCRL5"
"11747769_x_at"	"KRT6A"
"11747770_a_at"	"ARMC5"
"11747771_a_at"	"DGKB"
"11747772_x_at"	"PDHA1"
"11747773_x_at"	"SPTSSB"
"11747774_a_at"	"SLC11A1"
"11747775_x_at"	"RUVBL1"
"11747776_a_at"	"TOP3A"
"11747777_s_at"	"RAB6A"
"11747777_s_at"	"RAB6C"
"11747777_s_at"	"WTH3DI"
"11747778_x_at"	"RAB6A"
"11747779_a_at"	"RPS6KC1"
"11747780_x_at"	"GOLGA8DP"
"11747781_a_at"	"CEP95"
"11747782_x_at"	"CTBP2"
"11747783_x_at"	"AHCY"
"11747784_at"	"LOC100287042"
"11747785_s_at"	"LCP1"
"11747786_x_at"	"CLN3"
"O60942 /// B2R623 /// Q7Z3R6 /// B4DIQ0 /// B4DSJ8"	"NP_001273355"
"O60942 /// B2R623 /// Q7Z3R6 /// B4DIQ0 /// B4DSJ8"	"NP_001273357"
"O60942 /// B2R623 /// Q7Z3R6 /// B4DIQ0 /// B4DSJ8"	"NP_003791"
"O60942 /// B2R623 /// Q7Z3R6 /// B4DIQ0 /// B4DSJ8"	"XP_011534521"
"11747808_a_at"	"WIPI1"
"11747809_a_at"	"PFKFB4"
"11747810_a_at"	"SLC22A8"
"11747811_x_at"	"POLR2M"
"11747812_a_at"	"EGR3"
"11747813_a_at"	"ABHD14B"
"11747814_a_at"	"IDH2"
"11747815_a_at"	"SUMF1"
"11747816_a_at"	"GDAP1"
"11747817_x_at"	"ARFGAP1"
"11747818_s_at"	"ARL1"
"11747819_x_at"	"THEM6"
"11747820_x_at"	"UPP1"
"11747821_s_at"	"LINC00470"
"11747821_s_at"	"LINC00470"
"11747822_a_at"	"KLHL21"
"11747823_a_at"	"NUP85"
"11747824_a_at"	"USP10"
"11747825_a_at"	"ACAD11"
"11747825_a_at"	"NPHP3-ACAD11"
"11747826_s_at"	"KCNV2"
"11747827_a_at"	"KLHL17"
"11747828_x_at"	"AMD1"
"11747829_x_at"	"TCF7L2"
"11747830_a_at"	"BAP1"
"11747831_a_at"	"FGFR1OP"
"11747832_s_at"	"FBXO21"
"11747833_a_at"	"KLF11"
"11747834_a_at"	"SPATA5"
"11747835_a_at"	"FUBP1"
"11747836_a_at"	"RPS6KB1"
"11747837_a_at"	"ZFAND1"
"11747838_a_at"	"ZSCAN18"
"11747839_a_at"	"LPAR1"
"11747840_x_at"	"NSMCE4A"
"11747841_a_at"	"ACVR1"
"11747842_a_at"	"MXRA8"
"11747843_x_at"	"MXRA8"
"11747844_x_at"	"PPIL2"
"11747845_x_at"	"PRKCZ"
"11747846_s_at"	"KHDRBS2"
"11747847_s_at"	"MRPS28"
"11747848_a_at"	"STK11IP"
"11747849_a_at"	"CPSF1"
"11747851_a_at"	"GPS2"
"11747852_s_at"	"ISLR"
"11747853_a_at"	"SCAMP5"
"11747854_x_at"	"ATF6B"
"11747855_a_at"	"UQCRC1"
"11747856_a_at"	"SH3PXD2A"
"11747857_a_at"	"MPDZ"
"11747858_a_at"	"ABCE1"
"11747859_s_at"	"ABCE1"
"11747860_x_at"	"ABCE1"
"11747861_a_at"	"SNRK"
"11747862_x_at"	"BCAR1"
"11747863_a_at"	"MED15"
"11747864_a_at"	"CPEB1"
"11747865_s_at"	"EIF3C"
"11747865_s_at"	"EIF3CL"
"11747866_a_at"	"RBL2"
"11747867_s_at"	"TFEB"
"11747868_x_at"	"SDHA"
"11747869_a_at"	"POLR2A"
"11747870_a_at"	"MLLT3"
"11747871_a_at"	"ZMYND11"
"11747872_a_at"	"DSG1"
"11747873_x_at"	"SIGLEC10"
"11747874_x_at"	"BTN2A1"
"11747875_a_at"	"FNBP1L"
"11747876_a_at"	"EDNRA"
"11747877_x_at"	"AMD1"
"11747878_a_at"	"STX3"
"11747879_a_at"	"CYP2C8"
"11747880_a_at"	"BCL2L13"
"11747881_x_at"	"BCL2L13"
"11747882_a_at"	"DEF8"
"11747883_x_at"	"SEPT9"
"11747884_a_at"	"TAF1C"
"11747885_x_at"	"TAF1C"
"11747886_a_at"	"RAD51AP1"
"11747887_a_at"	"SLC22A7"
"11747888_a_at"	"SH3YL1"
"11747889_x_at"	"SH3YL1"
"11747890_a_at"	"CTPS1"
"11747891_a_at"	"PDPR"
"11747892_a_at"	"TOMM40L"
"11747893_a_at"	"AGPAT4"
