"probeID"	"GeneSymbol"
"11730667_x_at"	"PPP1R14D"
"11730668_at"	"IQCF5"
"11730669_at"	"OPHN1"
"11730670_a_at"	"OPHN1"
"11730671_at"	"OPHN1"
"11730672_a_at"	"WNK3"
"11730673_at"	"OPRK1"
"11730674_x_at"	"MAP3K15"
"11730675_at"	"C17orf50"
"11730676_a_at"	"RNF150"
"11730677_a_at"	"RNF150"
"11730678_a_at"	"NOXRED1"
"11730679_a_at"	"ASB7"
"11730680_at"	"MC3R"
"11730681_at"	"PLPP5"
"11730682_s_at"	"PLPP5"
"11730683_a_at"	"TSHR"
"11730684_a_at"	"PTPRM"
"11730685_a_at"	"CSMD3"
"11730686_a_at"	"WT1"
"11730715_x_at"	"CSAG1"
"11730716_a_at"	"PAGE5"
"11730717_x_at"	"PAGE5"
"11730718_at"	"PFKFB4"
"11730718_at"	"UCN2"
"11730719_x_at"	"AP1S2"
"11730720_a_at"	"NCAM1"
"11730721_a_at"	"NCAM1"
"11730722_a_at"	"NCAM1"
"11730723_a_at"	"NCAM1"
"11730724_s_at"	"EIF3C"
"11730724_s_at"	"EIF3CL"
"11730725_a_at"	"GABBR1"
"11730726_s_at"	"AGT"
"11730727_at"	"OMG"
"11730728_a_at"	"UBA3"
"11730729_a_at"	"TAP1"
"11730730_s_at"	"PTRF"
"11730731_s_at"	"DNAJB9"
"11730732_at"	"DNASE2"
"11730733_x_at"	"DNASE2"
"11730734_a_at"	"PPP1R8"
"11730735_s_at"	"PPP1R8"
"11730736_a_at"	"PPP1R8"
"11730737_a_at"	"SCCPDH"
"11730738_a_at"	"SCCPDH"
"11730739_a_at"	"PDLIM4"
"11730740_a_at"	"PDLIM4"
"11730741_a_at"	"AKIRIN1"
"11730742_x_at"	"AKIRIN1"
"11730743_a_at"	"AKIRIN1"
"11730744_x_at"	"AKIRIN1"
"11730745_x_at"	"AKIRIN1"
"11730746_s_at"	"PAIP2"
"11730747_a_at"	"PAIP2"
"11730748_x_at"	"PAIP2"
"11730749_a_at"	"CRNKL1"
"11730750_a_at"	"CRNKL1"
"11730751_s_at"	"CRNKL1"
"11730752_s_at"	"AGPAT5"
"11730753_at"	"AGPAT5"
"11730754_s_at"	"AGPAT5"
"11730755_a_at"	"TXNDC12"
"11730756_at"	"TXNDC12"
"11730757_a_at"	"IL6ST"
"11730758_a_at"	"IL6ST"
"11730759_s_at"	"CRIPT"
"11730760_x_at"	"CRIPT"
"11730761_s_at"	"CRIPT"
"11730762_s_at"	"CRIPT"
"11730763_x_at"	"CRIPT"
"11730764_a_at"	"CD177"
"11730765_at"	"CD177"
"11730766_a_at"	"NGLY1"
"11730767_x_at"	"NGLY1"
"11730768_x_at"	"PODN"
"11730769_a_at"	"PODN"
"11730770_at"	"NAPG"
"11730771_at"	"NAPG"
"11730772_a_at"	"ZFYVE1"
"11730773_a_at"	"ZFYVE1"
"11730774_at"	"TMEM14A"
"11730775_x_at"	"CFDP1"
"11730776_s_at"	"CEP68"
"11730777_a_at"	"CEP68"
"11730778_a_at"	"HSD17B11"
"11730779_at"	"ADH1C"
"11730780_x_at"	"ADH1C"
"11730781_a_at"	"SCRN1"
"11730782_x_at"	"SLC2A6"
"11730783_a_at"	"ORC4"
"11730784_x_at"	"ORC4"
"11730785_a_at"	"TTC21A"
"11730786_a_at"	"KLHL20"
"11730787_at"	"KLHL20"
"11730788_a_at"	"APLP2"
"11730789_a_at"	"KLHL10"
"11730790_x_at"	"NPM1"
"11730791_at"	"SVIP"
"11730792_at"	"SVIP"
"11730793_a_at"	"MRPL4"
"11730794_x_at"	"MRPL4"
"11730795_at"	"MRPL4"
"11730796_x_at"	"PSPH"
"11730839_at"	"NUDT16"
"11730856_s_at"	"HMGN3"
"11730857_at"	"ZC2HC1A"
"11730858_at"	"ZC2HC1A"
"11730859_a_at"	"SLC6A7"
"11730860_at"	"SLC6A7"
"11730861_at"	"EXTL1"
"11730862_at"	"CTTNBP2NL"
"11730863_at"	"CTTNBP2NL"
"11730864_s_at"	"CTTNBP2NL"
"11730865_a_at"	"VKORC1L1"
"11730866_a_at"	"GALNT18"
"11730867_at"	"MEP1A"
"11730868_a_at"	"MEA1"
"11730869_s_at"	"PPY"
"11730870_a_at"	"MTMR12"
"11730871_a_at"	"RASSF5"
"11730872_x_at"	"RASSF5"
"11730873_a_at"	"RASSF5"
"11730874_at"	"UBQLN3"
"11730875_a_at"	"FANCI"
"11730876_a_at"	"FANCI"
"11730877_a_at"	"EBAG9"
"11730878_x_at"	"MYCT1"
"11730879_a_at"	"MYCT1"
"11730880_a_at"	"NEBL"
"11730881_a_at"	"NEBL"
"11730882_a_at"	"NEBL"
"11730883_at"	"ANGPTL1"
"11730884_a_at"	"GPATCH1"
"11730885_a_at"	"FAM63B"
"11730886_x_at"	"FAM63B"
"11730887_a_at"	"ACOT11"
"11730888_a_at"	"USF2"
"11730889_x_at"	"USF2"
"11730890_at"	"NSUN6"
"11730891_at"	"NSUN6"
"11730892_at"	"ACTL7A"
"11730893_a_at"	"UBA6"
"11730894_a_at"	"UBA6"
"11730895_at"	"UBA6"
"11730896_a_at"	"MAPKAPK2"
"11731409_at"	"SLC8A2"
"11731410_a_at"	"SLC8A2"
"11731411_a_at"	"SLC8A2"
"11731412_x_at"	"SLC8A2"
"11731413_at"	"GALM"
"11731414_at"	"GALM"
"11731415_a_at"	"PSMD6"
"11731416_at"	"NDUFS1"
"11731417_a_at"	"NDUFS1"
"11731418_a_at"	"RFC5"
"11731419_x_at"	"UBE2G2"
"11731420_x_at"	"UBE2G2"
"11731421_a_at"	"UBE2G2"
"11731422_s_at"	"FCGR3A"
"11731423_at"	"CXCR2"
"11731424_x_at"	"CXCR2"
"11731425_at"	"CXCR2"
"11731426_s_at"	"CXCR2"
"11731426_s_at"	"CXCR2P1"
"11731427_at"	"CYP3A4"
"11731428_a_at"	"CYP3A4"
"11731429_x_at"	"CYP3A4"
"11731430_a_at"	"CYP27A1"
"11731431_at"	"PCDH10"
"11731432_at"	"PCDH10"
"11731433_a_at"	"SEPP1"
"11731434_s_at"	"MRPL34"
"11731435_a_at"	"SLC7A6OS"
"11731436_at"	"CETN2"
"11731437_at"	"MED6"
"11731438_x_at"	"MED6"
"11731439_at"	"IFT57"
"11731440_a_at"	"IFT57"
"11731441_at"	"IFT57"
"11731442_at"	"ARHGEF12"
"11731443_a_at"	"ARHGEF12"
"11731444_a_at"	"ARHGEF12"
"11731445_at"	"ANKRD1"
"11731446_s_at"	"SNCA"
"11731447_x_at"	"SNCA"
"11731845_a_at"	"IGSF3"
"11731846_a_at"	"SYTL3"
"11731847_a_at"	"RBM41"
"11731848_s_at"	"KLRC1"
"11731848_s_at"	"KLRC2"
"11731849_a_at"	"COLQ"
"11731850_a_at"	"COLQ"
"11731851_x_at"	"SLC30A5"
"11731852_at"	"LOR"
"11732033_at"	"NAT8B"
"11732034_at"	"GHRH"
"11732035_at"	"CFAP46"
"11732036_x_at"	"C1QTNF7"
"11732037_a_at"	"PTPN12"
"11732038_a_at"	"RDH16"
"11732039_at"	"TPD52L3"
"11732040_x_at"	"SSX4"
"11732040_x_at"	"SSX4B"
"11732041_a_at"	"MMD2"
"11732041_a_at"	"MMD2"
"11732042_a_at"	"MMD2"
"11732042_a_at"	"MMD2"
"11732043_a_at"	"DMBT1"
"11732044_at"	"FBLN1"
"11732045_a_at"	"KRT85"
"11732046_at"	"KRT85"
"11732047_a_at"	"MMP17"
"11732048_at"	"RXFP3"
"11732049_at"	"PRR20A"
"11732049_at"	"PRR20B"
"11732049_at"	"PRR20C"
"11732049_at"	"PRR20D"
"11732049_at"	"PRR20E"
"11732050_at"	"PRR20A"
"11732050_at"	"PRR20B"
"11732050_at"	"PRR20C"
"11732050_at"	"PRR20D"
"11732050_at"	"PRR20E"
"11732051_at"	"C12orf77"
"11732052_at"	"ZSCAN2"
"11732053_a_at"	"CLEC4F"
"11732054_at"	"CLEC4F"
"11732055_s_at"	"CC2D2B"
"11732056_a_at"	"SNRNP35"
"11732057_a_at"	"CDC7"
"11732058_a_at"	"CDC7"
"11732059_a_at"	"LARP1B"
"11732060_a_at"	"LEMD1"
"11732061_at"	"RPA4"
"11732062_a_at"	"CDCP1"
"11732063_a_at"	"C22orf15"
"11732064_a_at"	"C2orf82"
"11732065_a_at"	"RIPPLY2"
"11732066_a_at"	"C1orf94"
"11732067_at"	"RGAG1"
"11732068_a_at"	"CAPN14"
"11732069_at"	"GPR88"
"11732070_at"	"KCNK13"
"11732071_at"	"SLC16A8"
"11732072_a_at"	"ARL6"
"11732073_x_at"	"ARL6"
"11732074_a_at"	"CCDC7"
"11732075_s_at"	"LOC105369264"
"11732075_s_at"	"PTPN20"
"11732076_x_at"	"M1AP"
"11732077_at"	"IGSF22"
"11732078_a_at"	"EVA1A"
"11732079_at"	"POM121L12"
"11732080_a_at"	"FSD1L"
"11732081_a_at"	"STOML3"
"11732082_s_at"	"STOML3"
"11732083_a_at"	"STOML3"
"11732084_a_at"	"TFEC"
"11732085_a_at"	"SLC13A2"
"11732086_a_at"	"OTOF"
"11732087_a_at"	"TRIM6"
"11732088_a_at"	"ISX"
"11732089_a_at"	"ISX"
"11732090_s_at"	"IZUMO1"
"11732091_a_at"	"HMG20A"
"11732092_at"	"FOXE3"
"11732093_a_at"	"PEX16"
"11732094_a_at"	"PYY"
"11732095_a_at"	"TTC8"
"11732096_at"	"TIFAB"
"11732097_a_at"	"CDC14A"
"11732098_x_at"	"BRMS1"
"11732099_a_at"	"RTBDN"
"11732100_a_at"	"MRAP"
"11732101_at"	"IQCF6"
"11732102_at"	"PROL1"
"11732103_s_at"	"HIST1H3H"
"11732104_a_at"	"TMEM208"
"11732105_at"	"TMEM208"
"11732106_a_at"	"UGT1A1"
"11732106_a_at"	"UGT1A10"
"11732106_a_at"	"UGT1A3"
"11732106_a_at"	"UGT1A4"
"11732106_a_at"	"UGT1A5"
"11732106_a_at"	"UGT1A6"
"11732106_a_at"	"UGT1A7"
"11732106_a_at"	"UGT1A8"
"11732106_a_at"	"UGT1A9"
"11732107_a_at"	"CYP1A2"
"11732108_x_at"	"CYP1A2"
"11732109_at"	"FGF10"
"11732110_a_at"	"IL4I1"
"11732111_a_at"	"TNFRSF21"
"11732112_at"	"IL17A"
"11732113_at"	"IL17A"
"11732114_at"	"CYP2A13"
"11732115_at"	"KRTAP19-5"
"11732116_x_at"	"KRTAP19-5"
"11732117_s_at"	"KAT7"
"11732118_a_at"	"USP10"
"11732119_a_at"	"USP10"
"11732120_a_at"	"DBN1"
"11732121_a_at"	"PMPCB"
"11732122_at"	"PMPCB"
"11732123_a_at"	"PEX19"
"11732124_a_at"	"PEX19"
"11732125_s_at"	"COPA"
"11732126_x_at"	"UBB"
"11732127_a_at"	"CCT4"
"11732128_s_at"	"CCT4"
"11732129_at"	"BRD8"
"11732130_x_at"	"EIF4E"
"11732131_x_at"	"IDS"
"11732132_a_at"	"IDS"
"11732133_a_at"	"IDS"
"11732134_a_at"	"PLRG1"
"11732135_a_at"	"ADCK3"
"11732136_a_at"	"SHC1"
"11732137_at"	"AATF"
"11732138_at"	"TIMM13"
"11732139_at"	"TIMM13"
"11732140_at"	"COX16"
"11732140_at"	"SYNJ2BP-COX16"
"11732141_a_at"	"COX16"
"11732142_at"	"TSR1"
"11732143_at"	"TSR1"
"11732144_a_at"	"BBS2"
"11732145_a_at"	"PSMD8"
"11732146_x_at"	"PSMD8"
"11732147_a_at"	"CAT"
"11732148_at"	"CAT"
"11732149_a_at"	"DCAF11"
"11732150_x_at"	"DCAF11"
"11732151_a_at"	"DCAF11"
"11732152_a_at"	"AGBL5"
"11732153_a_at"	"ZDHHC6"
"11732154_at"	"OGT"
"11732155_a_at"	"OGT"
"11732156_a_at"	"UFM1"
"11732157_x_at"	"UFM1"
"11732158_a_at"	"ADAMTS1"
"11732159_a_at"	"YIF1A"
"11732160_a_at"	"NUDCD1"
"11732161_at"	"ZCRB1"
"11732162_at"	"ZCRB1"
"11732163_x_at"	"ZCRB1"
"11732164_a_at"	"LMF1"
"11732165_x_at"	"LMF1"
"11732166_a_at"	"LMF1"
"11732167_a_at"	"STAG3"
"11732168_x_at"	"STAG3"
"11732169_a_at"	"PTPN7"
"11732170_a_at"	"GRSF1"
"11732171_x_at"	"GRSF1"
"11732172_at"	"ABT1"
"11732173_a_at"	"FANCF"
"11732174_a_at"	"FANCF"
"11732175_s_at"	"FANCF"
"11732176_a_at"	"ALG8"
"11732177_s_at"	"MYH11"
"11732178_a_at"	"MYH11"
"11732179_x_at"	"MYH11"
"11732180_a_at"	"PTAFR"
"11732181_x_at"	"PTAFR"
"11732182_at"	"SLC35E4"
"11732183_x_at"	"SLC35E4"
"11732184_a_at"	"PAPOLG"
"11732185_s_at"	"PAPOLG"
"Q969T7"	"NP_001002009"
"Q969T7"	"NP_001002010"
"Q969T7"	"NP_001159590"
"Q969T7"	"NP_057573"
"Q969T7"	"XP_011513711"
"11732406_at"	"PRPH2"
"11732407_at"	"PRPH2"
"11732408_at"	"LMBRD2"
"11732409_a_at"	"KTN1"
"11732410_a_at"	"GPER1"
"11732411_x_at"	"GPER1"
"11732412_a_at"	"GPER1"
"11732413_a_at"	"LRRC8B"
"11732414_a_at"	"LRRC8B"
"11732415_s_at"	"TIAM1"
"11732416_a_at"	"TIAM1"
"11732417_at"	"FAM105A"
"11732418_at"	"FAM105A"
"11732419_a_at"	"TYW5"
"11732420_at"	"TYW5"
"11732421_at"	"ZNF234"
"11732422_at"	"ZNF234"
"11732423_x_at"	"ZNF234"
"11732424_at"	"ANKRD22"
"11732425_at"	"ANKRD22"
"11732426_a_at"	"GNA14"
"11732427_a_at"	"ZCWPW1"
"11732428_at"	"ADRB3"
"11732429_at"	"ADRB3"
"11732430_at"	"PDE7A"
"11732431_a_at"	"MFAP3L"
"11732432_a_at"	"GK"
"11732433_s_at"	"GK"
"11732434_at"	"ZNF250"
"11732435_at"	"SCIMP"
"11732436_at"	"RHOV"
"11732437_at"	"RHOV"
"11732438_a_at"	"FBN3"
"11732439_a_at"	"SMPDL3B"
"11732440_a_at"	"BPTF"
"11732441_x_at"	"BPTF"
"11732442_s_at"	"BPTF"
"11732443_a_at"	"BPTF"
"11732444_a_at"	"RBPMS"
"11732445_a_at"	"RBPMS"
"11732446_x_at"	"RBPMS"
"11732447_x_at"	"EXOG"
"11732448_a_at"	"EXOG"
"11732449_s_at"	"GTF2I"
"11732449_s_at"	"GTF2IP1"
"11732449_s_at"	"GTF2IP4"
"11732477_at"	"XAGE2"
"11732478_s_at"	"XAGE2"
"11732479_a_at"	"ITGAM"
"11732480_s_at"	"ITGAM"
"11732481_a_at"	"ITGAM"
"11732482_a_at"	"PEX13"
"11732483_at"	"PEX13"
"11732484_a_at"	"DAB2IP"
"11732485_a_at"	"BTNL8"
"11732486_a_at"	"TRIM50"
"11732487_a_at"	"TRIM50"
"11732488_at"	"HIST1H2BA"
"11732489_a_at"	"NPHP3"
"11732490_a_at"	"NPHP3"
"11732491_s_at"	"BRAF"
"11732491_s_at"	"KIAA1549"
"11732492_at"	"KIAA1549"
"11732493_x_at"	"TRMT10B"
"11732494_at"	"AUNIP"
"11732495_at"	"AUNIP"
"11732496_a_at"	"AP1S3"
"11732497_at"	"HCN2"
"11732498_at"	"HCN2"
"11732499_at"	"CACNG1"
"11732500_a_at"	"FAM3B"
"11732501_a_at"	"TMOD1"
"11732502_a_at"	"ICA1L"
"11732503_x_at"	"ICA1L"
"11732504_a_at"	"HPN"
"11732505_a_at"	"TP73-AS1"
"11732506_x_at"	"TP73-AS1"
"11732507_a_at"	"ESYT3"
"11732508_s_at"	"ESYT3"
"11732509_a_at"	"C10orf25"
"11732510_a_at"	"C10orf25"
"11732511_at"	"C10orf25"
"11732512_a_at"	"CDX1"
"11732513_a_at"	"CDX1"
"11732514_s_at"	"LYN"
"11732515_x_at"	"BAK1"
"11732516_a_at"	"CERS4"
"11732517_a_at"	"SCRN2"
"11732518_at"	"GPR52"
"11732519_at"	"CH25H"
"11732520_a_at"	"RAD51C"
"11732521_a_at"	"CHST9"
"11732522_at"	"CHST9"
"11732523_a_at"	"TMEM232"
"11732524_a_at"	"CHKB-CPT1B"
"11732524_a_at"	"CPT1B"
"11732525_a_at"	"CSGALNACT1"
"11732526_s_at"	"CSGALNACT1"
"11732527_a_at"	"TBX5"
"11732528_s_at"	"TBX5"
"11732529_a_at"	"TBX5"
"11732530_at"	"N4BP2L1"
"11732531_s_at"	"N4BP2L1"
"11732532_at"	"JSRP1"
"11732532_at"	"LOC105372240"
"11732533_a_at"	"LMNB1"
"11732534_a_at"	"RGS7"
"11732535_a_at"	"FANCD2"
"11732536_a_at"	"ACRV1"
"11732537_x_at"	"MSS51"
"11732538_at"	"TBX21"
"11732539_a_at"	"ASB12"
"11732540_a_at"	"HSD17B13"
"11732541_a_at"	"HSD17B13"
"11732542_at"	"TRIM7"
"11732543_a_at"	"RSPH6A"
"11732544_a_at"	"GPR18"
"11732545_s_at"	"NOB1"
"11732546_at"	"DEFA4"
"11732547_a_at"	"KALRN"
"11732548_a_at"	"MYO1A"
"11732549_at"	"FBXL14"
"11732550_at"	"PTGER2"
"11732551_at"	"PTGER2"
"11732552_a_at"	"ENKUR"
"11732553_a_at"	"ENKUR"
"11732554_a_at"	"FAIM"
"11732555_at"	"FASLG"
"11732556_a_at"	"FASLG"
"11732557_at"	"XKR3"
"11732558_at"	"TEX37"
"11732559_at"	"RBM12B"
"11732560_s_at"	"RBM12B"
"11732561_a_at"	"FZD3"
"11732562_x_at"	"FZD3"
"11732563_a_at"	"ADAT2"
"11732564_at"	"ADAT2"
"11732565_at"	"SLC6A14"
"11732566_at"	"SLC6A14"
"11732567_at"	"MBP"
"11732568_at"	"MBP"
"11732569_at"	"SLCO1B3"
"11732570_a_at"	"ZNF582"
"11732571_at"	"ZNF582"
"11732572_x_at"	"ZNF582"
"11732573_a_at"	"P2RX6"
"11732574_at"	"FAM43B"
"11732575_a_at"	"FAM65B"
"11732576_s_at"	"NANOG"
"11732576_s_at"	"NANOGP1"
"11732576_s_at"	"NANOGP8"
"11732577_x_at"	"NANOG"
"11732578_x_at"	"NCCRP1"
"11732579_s_at"	"ZNF880"
"11732580_a_at"	"ME3"
"11732581_a_at"	"SLC24A5"
"11732582_a_at"	"NUDT22"
"11732583_x_at"	"NUDT22"
"11732584_a_at"	"WRN"
"11732585_a_at"	"IL1RAP"
"11732586_a_at"	"GRID1"
"11732587_at"	"GRID1"
"11732588_at"	"KCNB1"
"11732589_a_at"	"ZNF467"
"11732590_x_at"	"TRIM5"
"11732591_at"	"INSC"
"11732592_a_at"	"SMC1B"
"11732593_at"	"SMC1B"
"11732594_at"	"FAM47C"
"11732595_x_at"	"FAM47C"
"11732596_a_at"	"SIGLEC15"
"11732597_at"	"CIB4"
"11732598_at"	"CHRNB2"
"11732599_at"	"CHRNB2"
"11732600_at"	"CHRNB2"
"11732601_at"	"CEP135"
"11732602_at"	"CEP135"
"11732603_a_at"	"TRIM45"
"11732604_a_at"	"TRIM45"
"11732605_at"	"CBLN4"
"11732606_at"	"CBLN4"
"11732607_a_at"	"NBPF3"
"11732608_x_at"	"NBPF3"
"11732609_s_at"	"NBPF3"
"11732610_at"	"ZNF385D"
"11732611_a_at"	"LVRN"
"11732612_a_at"	"CELF3"
"11732613_a_at"	"CELF3"
"11732614_a_at"	"CELF3"
"11732615_at"	"TCEAL5"
"11732616_at"	"FEV"
"11732617_at"	"TTLL10"
"11732618_a_at"	"SPATC1"
"11732619_at"	"CD164L2"
"11732620_at"	"MIR1-1HG"
"11732621_a_at"	"CRB3"
"11732622_x_at"	"CRB3"
"11732623_at"	"EDDM3A"
"11732624_at"	"WFDC5"
"11732625_a_at"	"RIMS1"
"11732626_at"	"NEMP2"
"11732627_at"	"NEMP2"
"11732628_x_at"	"ZNF765"
"11732629_x_at"	"ZNF765"
"11732630_a_at"	"ZNF765"
"11732631_a_at"	"KCNN3"
"11732632_at"	"HOXA7"
"11732633_at"	"HOXA7"
"11732634_a_at"	"TSGA10"
"11732635_at"	"HHIPL2"
"11732636_at"	"HHIPL2"
"11732637_a_at"	"ANXA13"
"11732638_at"	"NOVA2"
"11732639_s_at"	"NOVA2"
"11732640_a_at"	"JKAMP"
"11732641_a_at"	"JKAMP"
"11732642_at"	"PGLYRP1"
"11732643_at"	"OR2C1"
"11732644_a_at"	"SYT6"
"11732645_at"	"SYT6"
"11732646_a_at"	"GUCY2C"
"11732647_a_at"	"PCDH8"
"11732648_a_at"	"C21orf62"
"11732649_at"	"C21orf62"
"11732650_a_at"	"HEXDC"
"11732651_at"	"ZNF571"
"11732652_x_at"	"ZNF571"
"11732653_x_at"	"ANKRD65"
"11732654_at"	"MCM9"
"11732655_x_at"	"RAX2"
"11732656_at"	"MFSD6L"
"11732657_a_at"	"CYP26A1"
"11732658_a_at"	"CFAP221"
"11732659_s_at"	"LOC102723655"
"11732659_s_at"	"LOC102723713"
"11732659_s_at"	"TP53TG3"
"11732659_s_at"	"TP53TG3B"
"11732659_s_at"	"TP53TG3C"
"11732659_s_at"	"TP53TG3D"
"11732659_s_at"	"TP53TG3E"
"11732659_s_at"	"TP53TG3F"
"11732660_s_at"	"HSFY1"
"11732660_s_at"	"HSFY2"
"11732661_x_at"	"STIL"
"11732662_at"	"OTP"
"11732663_x_at"	"OSR2"
"11732664_at"	"KRTAP26-1"
"11732665_a_at"	"VSTM1"
"11732666_s_at"	"PSMB5"
"11732667_x_at"	"RSPH10B"
"11732667_x_at"	"RSPH10B2"
"11732668_a_at"	"APITD1-CORT"
"11732668_a_at"	"CORT"
"11732669_x_at"	"CORT"
"11732670_a_at"	"CCDC107"
"11732671_s_at"	"CCDC107"
"11732672_x_at"	"CCDC107"
"11732673_a_at"	"KCNK16"
"11732674_at"	"C1orf53"
"11732675_at"	"RNF180"
"11732676_at"	"PKHD1"
"11732677_at"	"PKHD1"
"11732678_a_at"	"DNAH12"
"11732679_at"	"ZNF471"
"11732680_x_at"	"ZNF471"
"11732681_at"	"ZNF471"
"11732682_at"	"ZNF471"
"11732683_a_at"	"ABCA12"
"11732684_a_at"	"ABCA12"
"11732685_a_at"	"POGZ"
"11732686_x_at"	"PIWIL2"
"11732757_a_at"	"ESPNL"
"11732758_a_at"	"POF1B"
"11732759_at"	"GAPT"
"11732760_at"	"GAPT"
"11732761_a_at"	"GRIN3A"
"11732762_at"	"GRIN3A"
"11732763_at"	"GRIN3A"
"11732764_x_at"	"CCDC120"
"11732765_at"	"RUFY2"
"11732766_a_at"	"ALOXE3"
"11732767_at"	"ALOXE3"
"11732768_at"	"RNF152"
"11732769_at"	"RNF152"
"11732770_s_at"	"FOXD4"
"11732770_s_at"	"FOXD4L1"
"11732770_s_at"	"FOXD4L3"
"11732770_s_at"	"FOXD4L6"
"11732771_x_at"	"FOXD4"
"11732772_a_at"	"NLRP11"
"11732773_at"	"CCDC57"
"11732774_x_at"	"ZNF860"
"11732775_a_at"	"DNMT3A"
"11732776_a_at"	"DNMT3A"
"11732777_at"	"PGLYRP4"
"11732778_at"	"PGLYRP4"
"11732779_a_at"	"PSMD12"
"11732780_at"	"TAS2R13"
"11732781_a_at"	"NME8"
"11732782_at"	"DSCR4"
"11732783_at"	"RGSL1"
"11732784_a_at"	"TRIM42"
"11732785_a_at"	"C16orf45"
"11732786_at"	"FFAR1"
"11732787_a_at"	"TXLNGY"
"11732788_a_at"	"ZNF436-AS1"
"11732789_a_at"	"OOEP"
"11732790_a_at"	"PRDM16"
"11732791_a_at"	"PRDM16"
"11732792_s_at"	"PRDM16"
"11732793_a_at"	"EYA4"
"11732794_a_at"	"EYA4"
"11732795_at"	"TMEM184A"
"11732796_at"	"KIAA1841"
"11732797_x_at"	"KIAA1841"
"11732798_a_at"	"MIPOL1"
"11732799_at"	"ACER2"
"11732800_a_at"	"SIRPB1"
"11732801_at"	"SIRPB1"
"11732802_a_at"	"GRIK1"
"11732803_at"	"VSX2"
"11732804_at"	"VSX2"
"11732805_at"	"EPX"
"11732806_a_at"	"ARHGAP24"
"11732807_at"	"MAGEB3"
"11732808_a_at"	"PROK2"
"11732809_a_at"	"PROK2"
"11732810_at"	"HHIPL1"
"11732811_a_at"	"RIC1"
"11732812_at"	"C11orf45"
"11732813_at"	"DCANP1"
"11732813_at"	"TIFAB"
"11732814_at"	"DCANP1"
"11732814_at"	"TIFAB"
"11732815_at"	"CPN2"
"11732816_x_at"	"CPN2"
"11732817_at"	"MVB12B"
"11732818_at"	"TMEM171"
"11732819_a_at"	"ABCB4"
"11732820_a_at"	"TMEM217"
"11732821_a_at"	"MAP2K4"
"11732822_a_at"	"MAP2K4"
"11732823_s_at"	"MAP2K4"
"11732823_s_at"	"MAP2K4P1"
"11732824_x_at"	"MAP2K4"
"11732825_at"	"SPATA19"
"11732826_at"	"ESX1"
"11732827_a_at"	"RNLS"
"11732828_at"	"BSND"
"11732829_at"	"CCL16"
"11732830_a_at"	"ETV2"
"11732831_s_at"	"RNF216P1"
"11732831_s_at"	"XKR8"
"11732832_a_at"	"RNASEH2B"
"11732833_a_at"	"C9orf135"
"11732834_x_at"	"ZKSCAN7"
"11732835_at"	"MBD3L1"
"11732836_at"	"LINC01587"
"11732837_a_at"	"IL37"
"11732838_at"	"GUCA2B"
"11732839_a_at"	"ERC2"
"11732840_a_at"	"ERC2"
"11732841_a_at"	"SCN3A"
"11732842_at"	"KCNS2"
"11732843_a_at"	"KCNS2"
"11732844_a_at"	"MICAL3"
"11732845_at"	"PTCHD1"
"11732846_at"	"PTCHD1"
"11732847_at"	"CABP7"
"11732848_a_at"	"PRELID2"
"11732849_x_at"	"PRELID2"
"11732850_x_at"	"CTAGE4"
"11732850_x_at"	"CTAGE8"
"11732850_x_at"	"CTAGE9"
"11732850_x_at"	"LOC101060696"
"11732851_at"	"CCDC60"
"11732852_a_at"	"ATP1B4"
"11732853_at"	"ATP1B4"
"11732854_x_at"	"SCARF1"
"11732855_at"	"CD300LG"
"11732856_at"	"CDHR4"
"11732857_a_at"	"THAP1"
"11732858_a_at"	"ADGRA2"
"11732859_a_at"	"DNHD1"
"11732860_at"	"LINC00518"
"11732861_a_at"	"LYNX1"
"11732862_a_at"	"C2orf74"
"11732863_at"	"OXER1"
"11732864_a_at"	"TAS1R1"
"11732865_a_at"	"MS4A4A"
"11732866_x_at"	"MS4A4A"
"11732867_a_at"	"CEACAM21"
"11732868_at"	"FARP1"
"11732869_at"	"BTBD16"
"11732870_a_at"	"CASP1"
"11732871_a_at"	"LCN6"
"11732872_a_at"	"MTRF1"
"11732873_x_at"	"MTRF1"
"11732874_at"	"UCP1"
"11732875_s_at"	"GAGE1"
"11732875_s_at"	"GAGE13"
"11732875_s_at"	"GAGE2A"
"11732875_s_at"	"GAGE2B"
"11732875_s_at"	"GAGE2C"
"11732875_s_at"	"GAGE2D"
"11732875_s_at"	"GAGE2E"
"11732875_s_at"	"GAGE8"
"11732875_s_at"	"LOC105373200"
"11732876_at"	"TRPM8"
"11732877_a_at"	"CYP24A1"
"11732878_at"	"CNTLN"
"11732879_a_at"	"DPF1"
"11732880_at"	"TBX1"
"11732881_s_at"	"TBX1"
"11732882_a_at"	"FBXO43"
"11732883_a_at"	"F7"
"11732884_a_at"	"F7"
"11732885_a_at"	"CCDC158"
"11732886_at"	"VENTX"
"11732887_x_at"	"VENTX"
"11732888_at"	"VENTX"
"11732889_at"	"DEFB132"
"11732890_at"	"DEFB132"
"11732891_a_at"	"CHRNA10"
"11732892_at"	"CHRNA10"
"11732893_at"	"CDKL3"
"11732894_x_at"	"CDKL3"
"11732895_a_at"	"SLC7A13"
"11732896_a_at"	"HSD11B1L"
"11732897_a_at"	"SLAMF9"
"11732898_at"	"LIPI"
