"GeneSymbol" "logFC" "adj.P.Val"
"IGLV1-40" 1.41662486481595 0.591694271341816
"CXCL12" 1.41463010930056 0.626043514235728
"KBTBD12" 1.41127290527537 0.253226153033946
"MEP1A" 1.40985492009635 0.720405277930404
"ABCA8" 1.40347176762905 0.447968961785591
"RRP7A" 1.39736278895779 0.0526898672071693
"APPL2" 1.39175723108074 0.15814864821318
"CENPK" 1.38908104569052 0.0802353711352654
"NR5A2" 1.38905402526459 0.392944706126921
"SYCP2" 1.38724466381638 0.328388207143424
"LTBP2" 1.38266015416969 0.397772910764874
"BNIP3" 1.38215940743229 0.335602828851893
"NUB1" 1.37274669645494 0.088858353771654
"APIP" 1.36390924238969 0.470850809187855
"FOXP1" 1.35801077684024 0.360770213514898
"PTGER2" 1.3522624985586 0.480788561193673
"GREM1" 1.34663882967666 0.732987445603594
"ASRGL1" 1.34428022482745 0.549472932650411
"PPP1R12B" 1.33474870650357 0.24978847207873
"ACVRL1" 1.33042626767093 0.0148893762588834
"FILIP1L" 1.32771366452771 0.475586760305086
"GPC6" 1.32488646846016 0.564802798929976
"FGD6" 1.32455562862329 0.157378694952441
"SORBS2" 1.32192427631722 0.582852246628753
"NETO2" 1.31887100260418 0.683117853643199
"FIBIN" 1.31466330655296 0.589460514042384
"HOXA13" 1.30813551511969 0.660652986870687
"LRG1" 1.29342789081145 0.314617067951293
"CFH" 1.29002994641384 0.450248722990128
"CFHR1" 1.28941442867511 0.446309715628234
"CD55" 1.28708886702626 0.271368827164902
"SNX18" 1.2869470007778 0.0996730353027133
"MYBL1" 1.27966156942851 0.534985662657782
"B3GALT5-AS1" 1.27792207697216 0.667708693054653
"HK2" 1.27739421626428 0.191379306588968
"ALDH1A1" 1.27599816486006 0.742500700509047
"NEXN" 1.27357810291059 0.514972795403441
"BANK1" 1.27245393827333 0.602641560689971
"CHORDC1" 1.27203370151579 0.235900726268211
"NID2" 1.26694331854536 0.27380313983804
"PPP1R16B" 1.26671296011216 0.327578965973478
"MUC1" 1.26578157709964 0.505025600147262
"VCAN" 1.26570412071713 0.591694271341816
"SEPT6" 1.26067737629578 0.378100308787371
"STOX1" 1.2581906346578 0.272068267834257
"TNIP3" 1.25707588851859 0.378100308787371
"MFSD4" 1.2569662321851 0.713519590292866
"DES" 1.25530429779883 0.310827982000779
"PCDH17" 1.25512998853356 0.410871781666046
"WARS" 1.25389146369907 0.322364842018118
"GUCY1B3" 1.2518810230246 0.631413236694234
"ZNF320" 1.25108387151864 0.299002465787117
"VCAM1" 1.2492870852661 0.554465943923232
"PTPRC" 1.24300458614011 0.461129518525842
"CREB3L2" 1.23795578049105 0.335516932227673
"ENPP2" 1.23132882258707 0.461646000960003
"AGR2" 1.22777698714592 0.583866697410402
"HNRNPU" 1.22648719425917 0.448842754514744
"CTSG" 1.21213592026258 0.357317206679523
"ATP11A" 1.21027130378182 0.314617067951293
"PLN" 1.20867195535574 0.563669987009173
"SPARCL1" 1.20678736456815 0.471581092921046
"---" 1.20641484145081 0.243458186956695
"TFEC" 1.20625972302863 0.371284438867804
"TNFSF10" 1.20578719747282 0.400356403035951
"IGHV4-34" 1.20368314579326 0.154336789802504
"GZMA" 1.20287211312398 0.635510028110194
"PRLR" 1.20084488634361 0.629049589878773
"EGLN3" 1.19941920591022 0.599275570575034
"LPCAT1" 1.19740560325957 0.433986420636934
"STRIP2" 1.19630315222226 0.410871781666046
"PLAUR" 1.19537758354818 0.534319734065398
"CD300LF" 1.19281713407659 0.18063239111435
"IRS1" 1.18829781525861 0.409501789742629
"NEDD4" 1.18676282505948 0.171747272380184
"LPP" 1.18580901038298 0.117863017988011
"FBN1" 1.18539383091305 0.689594148332534
"UNC5CL" 1.18360536182148 0.314617067951293
"SEPP1" 1.17980114728765 0.587006947984793
"WWTR1" 1.17939476606863 0.49905425043666
"CXCL1" 1.17187284838639 0.585409066631991
"C1orf116" 1.16927162242278 0.558896775273111
"ZFY" 1.1655269733794 0.44466621772276
"LYVE1" 1.16465694834336 0.647334900589978
"NAP1L5" 1.1614302969989 0.333908557382399
"KIAA1324" 1.16056042245276 0.760330217569362
"SERPINA3" 1.16052544470416 0.779394694844886
"EFEMP1" 1.15783122338646 0.66189490609216
"RDX" 1.15346496522571 0.385224690034532
"TM4SF1" 1.14916174004508 0.640465114709803
"PCDH7" 1.14829384135664 0.703723791563262
"SPATS2L" 1.14557868495696 0.425330029643234
"MYLK" 1.13989214768205 0.499551334437625
"STOM" 1.13984022054826 0.377426391700243
"TAGLN" 1.1389306098005 0.622320150028245
"AFAP1L2" 1.13793664866457 0.15814864821318
"KCTD12" 1.13728773723203 0.564531220493235
"CDH11" 1.13319914273394 0.64723066259676
"THBS2" 1.13213938166326 0.795740665843977
"TMEM183A" 1.12812091966987 0.254717164059066
"TMEM183B" 1.12812091966987 0.254717164059066
"RIPPLY3" 1.12778053433139 0.314617067951293
"COL11A1" 1.12536010630355 0.792998645263846
"SSPN" 1.12264637785133 0.477788198336188
"ALCAM" 1.12152322593303 0.501383463285468
"ENTPD7" 1.11770642378261 0.267563512796403
"IL6ST" 1.1158372817806 0.323513978941548
"ANO1" 1.11465204280519 0.710748053897407
"LDB2" 1.11385107269923 0.394741134166665
"CES2" 1.11317337415893 0.61777785887305
"RNF128" 1.11085973220523 0.333908557382399
"DAP" 1.10850552883745 0.227031517897578
"SERPINA1" 1.10682980959237 0.750989951514344
"ADAMTS1" 1.10546763066503 0.245625514608307
"STXBP6" 1.10516968684345 0.395287828248724
"RASGRP1" 1.10395053914137 0.412915945257536
"CMPK2" 1.09578433239022 0.600789741434983
"RGS5" 1.09482497106899 0.472779220516606
"HLA-DPB1" 1.09383997269592 0.433986420636934
"MLEC" 1.09214621519069 0.171747272380184
"SSR1" 1.08947506161436 0.245625514608307
"C2orf72" 1.08725697938476 0.474655858234456
"ATF7IP2" 1.08714407661987 0.432678113404192
"CHL1" 1.08712459824186 0.600789741434983
"TBXAS1" 1.08582332179196 0.499573518436526
"IGLV1-41" 1.08571575285488 0.673905176994804
"IGLV1-51" 1.08571575285488 0.673905176994804
"CXCL13" 1.08318942656215 0.79148089731126
"APOL1" 1.08131749789461 0.375609786747605
"APOLD1" 1.07935667981354 0.678696849239412
"PNMAL1" 1.0766104965612 0.377529294426946
"FMO5" 1.0759114978923 0.745895576566529
"FHL1" 1.07551756023098 0.49739568906464
"SMARCA2" 1.07326549835628 0.407755259143261
"EDEM3" 1.07306944404346 0.535421332951826
"DDX58" 1.07290350412207 0.385224690034532
"OXTR" 1.07127621841318 0.318832426585763
"LMO2" 1.06831770230557 0.446309715628234
"PLAT" 1.06715956652739 0.475599537173528
"TRIM4" 1.06706900985264 0.333966305194418
"GALNT10" 1.06629477295674 0.314617067951293
"ITGA1" 1.06164240939214 0.409684901243949
"SIM2" 1.05984732796548 0.411535633836411
"DNAH2" 1.05812438323085 0.694472842160903
"VWA5A" 1.05810713440923 0.467124106007576
"DOCK8" 1.05676534434347 0.479269244395855
"RAB3IP" 1.05586974979067 0.230498823977862
"FNBP1" 1.04887939328383 0.457809468481237
"DOCK10" 1.0486312414013 0.383077550947659
"PTPN22" 1.04722793934502 0.15814864821318
"HOXB3" 1.04621526326561 0.376368849312884
"GCG" 1.04457910899332 0.742500700509047
"BNC2" 1.04432119244978 0.635810090062473
"C1S" 1.0440776511757 0.646906620985537
"CNTN4" 1.04321987423754 0.531874980657679
"HPSE" 1.04271097273269 0.490417530549969
"SGMS1" 1.04217758242999 0.246528999232321
"EZH2" 1.04021402015394 0.401001953979607
"IL2RB" 1.04010171724301 0.376368849312884
"HCG22" 1.03967795852923 0.294170519985663
"TCF19" 1.03967795852923 0.294170519985663
"TSPAN1" 1.03793957276242 0.579858495750185
"LOC102724229" 1.03605475405005 0.618565352108025
"RASA4" 1.03605475405005 0.618565352108025
"TSC22D4" 1.03465681068615 0.032543131519223
"CYFIP2" 1.03457349500662 0.304427249127497
"ISG20" 1.03415755265405 0.433272372663436
"GRM8" 1.03271690166118 0.713519590292866
"GPR171" 1.03198671845686 0.536802873542143
"LPIN1" 1.02998392060032 0.316552766092676
"MXD1" 1.02988425748377 0.465233400073945
"DAPK1" 1.0297539023905 0.431880362088953
"IRF4" 1.02930509742664 0.510506991249279
"CALD1" 1.02907788423458 0.616247549424275
"RALGAPA1" 1.02821670312092 0.061258368652525
"RALGAPA1P" 1.02821670312092 0.061258368652525
"MS4A2" 1.02443135270648 0.606222299019005
"ITGA4" 1.02292922910205 0.129366479256338
"GNB4" 1.02275278738186 0.491885038098263
"TLR3" 1.01967499137281 0.620090914379564
"LMAN1" 1.01762300505085 0.309574660483774
"IGLL3P" 1.01550199661454 0.674547734384001
"TRAF3IP3" 1.01465924009711 0.49905425043666
"UVSSA" 1.01325381618293 0.15814864821318
"TMEM171" 1.01235680192033 0.669478718753698
"ATP2A2" 1.0119214250606 0.243466083709219
"DMRT2" 1.01064623445224 0.78226191967823
"KLRB1" 1.00988112444679 0.638555377560681
"LEMD1" 1.00789557220348 0.616247549424275
"NEBL" 1.00697363999121 0.337329105913752
"CCR3" 1.00685313537508 0.613119834936364
"LAMC2" 1.00570678400684 0.525868799937491
"AKAP7" 1.00062919207848 0.711357957078171
"SERPING1" 1.00031010054999 0.66771442316698
"FAM21A" 0.997056554843613 0.35470005290602
"FAM21C" 0.997056554843613 0.35470005290602
"TCF4" 0.995007631765747 0.607860404894866
"KITLG" 0.994401625756343 0.600789741434983
"SOS1" 0.99208098726799 0.01557896066343
"EOMES" 0.990937199144335 0.461129518525842
"A2M" 0.99003367782282 0.462571543684997
"IFIT5" 0.989326531914537 0.307656162300475
"IFIT1" 0.988285741616453 0.64723066259676
"P3H1" 0.987569289763339 0.536802873542143
"SPATA6" 0.987233786394693 0.206928020822453
"SACS" 0.986421446065095 0.480788561193673
"FLT1" 0.986378532091001 0.436606079287564
"TMEM263" 0.983916380930977 0.483038180170296
"IFI16" 0.983191757043326 0.538902907762446
"RNF145" 0.983007344079701 0.197177226599977
"PPWD1" 0.982742127312564 0.241756138174103
"SLC4A4" 0.982172704641149 0.788264982963032
"LILRB2" 0.981945144924787 0.692436389940407
"ETS1" 0.981830806250195 0.483597032710521
"TSPAN4" 0.979749654041269 0.497859458249934
"ARHGAP26" 0.979595105432654 0.410871781666046
"HLA-DPA1" 0.979305735300057 0.448177482443399
"KCNMA1" 0.977598568965631 0.673251951752765
"C1R" 0.977438855430875 0.647996680623333
"ZEB1" 0.976136275991677 0.549830721790355
"DIO2" 0.975658391123801 0.719357137112249
"LAMB1" 0.972028931913896 0.503723624629228
"CRYGS" 0.971362840275096 0.366640802625513
"TARP" 0.970428681261751 0.59411487385691
"TRGC1" 0.970428681261751 0.59411487385691
"TRGC2" 0.970428681261751 0.59411487385691
"TRGV9" 0.970428681261751 0.59411487385691
"KLHDC4" 0.970143787079737 0.0260864746252795
"LOC105371397" 0.970143787079737 0.0260864746252795
"DTX3L" 0.970049232976669 0.250479212707295
"THSD7A" 0.970029753765266 0.49133617595217
"MS4A7" 0.968633499660402 0.595446863422095
"DLC1" 0.966207952709602 0.595903911570679
"FAM134B" 0.965656600160312 0.750989951514344
"SEC24D" 0.965148380927234 0.356137244854137
"IL33" 0.96423968196038 0.769762858725346
"PALLD" 0.962715414008722 0.578448672770415
"IQGAP2" 0.961889921047397 0.586375442766581
"ZC3H7A" 0.961225639567221 0.375745397437383
"DTL" 0.959011760215293 0.378904894587877
"GIMAP7" 0.958155037781363 0.408314138333794
"GPR155" 0.95630928520185 0.764496696665853
"FAM49A" 0.955502342829172 0.589341355843211
"PLA2G4C" 0.954730312373274 0.318367454542581
"EML1" 0.95125807081638 0.581405783443011
"SEC14L1" 0.950646984214308 0.330634639454086
"PLSCR4" 0.949813147536739 0.437687036249857
"GGTA1P" 0.949308944193525 0.454135544009542
"COL6A3" 0.946315853812209 0.707842198050399
"VPS37B" 0.944583091922589 0.0762890389515186
"OASL" 0.941836077238627 0.538524535533145
"KIF2A" 0.941745917397326 0.262475741460525
"PRRC2C" 0.940967271792315 0.429965194006254
"KIAA1549" 0.940830809120436 0.35470005290602
"C2orf74" 0.939742060550166 0.432678113404192
"PODXL" 0.938976739793666 0.410131127079191
"ACTA2" 0.936851142549254 0.628398218473708
"MIA3" 0.93624023572166 0.412267163282881
"MAP1B" 0.935590111828682 0.623762675642206
"BCAS1" 0.935302826680764 0.829316101708268
"AKAP5" 0.934701779039806 0.71634369531188
"BAG2" 0.93407757426509 0.711668532560027
"LINC01082" 0.933281432466459 0.731574770789817
"RABGAP1L" 0.93287465220211 0.228946549027954
"RNF43" 0.93241716935107 0.470196030687827
"PDZD2" 0.932145223070172 0.585912137264516
"GBP5" 0.932067186145082 0.70548898261605
"ATF3" 0.932051488281813 0.566395481264705
"C1orf21" 0.931753154013952 0.375609786747605
"PARP1" 0.931091659724104 0.239881521889224
"PIM2" 0.929111137124798 0.230498823977862
"ZC3H12D" 0.928689469331069 0.366640802625513
"MBNL1" 0.928587241143852 0.262728376090137
"KDM5D" 0.925359114743054 0.424482438817258
"ASS1" 0.925211564503031 0.62318427888669
"FAS" 0.924340905684482 0.637511587073115
"LGR4" 0.922299726625919 0.481392371902769
"PDIA4" 0.921943605550284 0.132081187219638
"PARP9" 0.921481447254356 0.503394825422542
"SREK1" 0.920915309300253 0.470196030687827
"TMEM211" 0.920899644638773 0.603819315673398
"NCOA7" 0.917238198400422 0.647746462799065
"LGALS8" 0.916671106637179 0.461129518525842
"VAMP5" 0.913996227852172 0.301442287584906
"MEOX1" 0.913410626653321 0.713519590292866
"C3orf58" 0.91254677450167 0.354279704389782
"MKI67" 0.911605495144727 0.52692537451457
"S1PR1" 0.910821729223408 0.612817775630341
"IL17RD" 0.909955025672257 0.607394997566318
"KIAA0226L" 0.909237199215513 0.710530969827296
"GTF2H2" 0.909060611102959 0.304427249127497
"GTF2H2B" 0.909060611102959 0.304427249127497
"GTF2H2C" 0.909060611102959 0.304427249127497
"GTF2H2C_2" 0.909060611102959 0.304427249127497
"GSPT1" 0.908917416819128 0.0573681723746106
"ANG" 0.908104490451032 0.717470575368343
"MUC20" 0.907489006038951 0.541496049716854
"AKAP12" 0.907393308542623 0.767906993292965
"CALR" 0.906737875472925 0.354132100408817
"DCLRE1C" 0.905975366581653 0.324508237743493
"OAS1" 0.905189223274646 0.427011882580549
"ITPR1" 0.902290506437977 0.480788561193673
"CD3D" 0.902239727816307 0.486805846229886
"MOCS2" 0.90214589305764 0.245979622656333
"ELOVL6" 0.9013138496573 0.62649338949414
"VEGFC" 0.900719628788615 0.546027383610898
"FBXO11" 0.90071623042345 0.384268639175067
"TRIM15" 0.900587129821324 0.594317086303942
"CELF2" 0.900564549580488 0.481392371902769
"WIPF1" 0.900028435830222 0.624768250729178
"ADM" 0.899335518576063 0.525400111363172
"IPO11" 0.898082948760517 0.147822961139306
"IGKV1-13" 0.897749329743173 0.474655858234456
"IGKV1D-13" 0.897749329743173 0.474655858234456
"RASSF4" 0.897104147050986 0.26737360572633
"FAM107B" 0.896507664615591 0.658570772624966
"C20orf194" 0.896263025358338 0.560077292968112
"ITGA2" 0.89606667633133 0.381368118639637
"L1TD1" 0.89572515365682 0.815909203075912
"CALML4" 0.893838187705132 0.44466621772276
"MSN" 0.893619034890662 0.632252070791264
"SEC31A" 0.893538865667772 0.309870054231403
"PRKACB" 0.891799217099105 0.58186482348319
"SH3BP5" 0.890539176874291 0.609146232721366
"KMT2C" 0.890355501192796 0.461646000960003
"MAP9" 0.88959230009406 0.713068955548473
"KCNH2" 0.889270530930054 0.761810653395092
"EGR1" 0.888886883450207 0.68985214961207
"ERRFI1" 0.88869838213713 0.664766836276993
"PLCB4" 0.888692266388023 0.746924361110445
"CYBB" 0.887968316743478 0.499573518436526
"MTMR12" 0.886276010131226 0.364972868432951
"RAPH1" 0.885982704011173 0.0806790311050129
"CILP" 0.885428382741984 0.565990849372148
"KCNN4" 0.885143876297908 0.669478718753698
"LMCD1" 0.879570463615088 0.616247549424275
"GIMAP2" 0.878545422821635 0.467773270379973
"TRAC" 0.87551055936703 0.491885038098263
"TRAJ17" 0.87551055936703 0.491885038098263
"TRAV20" 0.87551055936703 0.491885038098263
"TRDV2" 0.87551055936703 0.491885038098263
"KLRC4-KLRK1" 0.875132746960443 0.635459033593292
"KLRK1" 0.875132746960443 0.635459033593292
"SIGLEC10" 0.874936030706039 0.22983359354794
"TPM2" 0.874610822732487 0.72471450966189
"LOC100131541" 0.874103032724256 0.556783814171064
"MARCH3" 0.87360803394199 0.409684901243949
"MOXD1" 0.870770129999086 0.672061063639442
"CMAHP" 0.870634151062601 0.640720138516822
"LINC00597" 0.86871689202184 0.488986383670012
"ERBB2IP" 0.867130437032026 0.225134374262951
"SGCB" 0.866731176079839 0.310827982000779
"CRTAP" 0.866445761071856 0.316717671891613
"CCR6" 0.866048680899835 0.597155637787451
"LTF" 0.865875102230445 0.757681246544366
"ISX" 0.865837931881009 0.827178306141791
"IVNS1ABP" 0.865586258874318 0.502681212350806
"APOBEC3G" 0.865336959847122 0.453876575599477
"MS4A1" 0.863551150213054 0.762732225672255
"FLVCR1" 0.862989020109468 0.445950639653111
"CLK4" 0.862760716877087 0.293990945798793
"LOC100996763" 0.862389744255066 0.583362924885756
"LOC102724250" 0.862389744255066 0.583362924885756
"NBPF1" 0.862389744255066 0.583362924885756
"NBPF10" 0.862389744255066 0.583362924885756
"NBPF11" 0.862389744255066 0.583362924885756
"NBPF12" 0.862389744255066 0.583362924885756
"NBPF14" 0.862389744255066 0.583362924885756
"NBPF19" 0.862389744255066 0.583362924885756
"NBPF20" 0.862389744255066 0.583362924885756
"NBPF25P" 0.862389744255066 0.583362924885756
"NBPF26" 0.862389744255066 0.583362924885756
"NBPF8" 0.862389744255066 0.583362924885756
"NBPF9" 0.862389744255066 0.583362924885756
"CFTR" 0.861744317070545 0.70454512919863
"KANK2" 0.861181336739706 0.458026555329949
"SKIL" 0.861020011847426 0.476033739003676
"ELL2" 0.860792485825234 0.360938412515431
"MCL1" 0.860714355523371 0.503843596847596
"TSPAN13" 0.860556364722179 0.618565352108025
"ZBTB18" 0.85869775488208 0.379817015069829
"ADGRG6" 0.855830947283423 0.736122650053257
"RBMS3" 0.85547248726958 0.631619056224069
"CD46" 0.854859388149263 0.314617067951293
"CD163" 0.854811287538721 0.696047871891992
"C9orf135" 0.853997106033906 0.425246023620398
"LAMP3" 0.853149726328003 0.68985214961207
"GLI3" 0.852851920476389 0.704365345562851
"FN1" 0.852323164643404 0.810062169484359
"INPP1" 0.852212370525407 0.328388207143424
"IPO9" 0.852051659299234 0.241756138174103
"KIF5B" 0.851213785343205 0.452429773010251
"WDR26" 0.851212084214282 0.58186482348319
"MPDZ" 0.850327908644283 0.485690472140099
"CASC5" 0.848369035045322 0.479387192439275
"ANTXR1" 0.848351483403915 0.778264618011449
"RINL" 0.847934442781618 0.579858495750185
"TIGAR" 0.847625192106779 0.41504158988711
"CCDC80" 0.84753814581413 0.78226191967823
"DUT" 0.84677368633692 0.429194011070652
"CEP135" 0.846017129374159 0.33374744885814
"NAAA" 0.844275588604479 0.49657160359898
"DPY19L1" 0.844053576238397 0.457809468481237
"CDKN1B" 0.843626366936332 0.434413057645436
"COL17A1" 0.84021624536355 0.73508715012146
"HOXB6" 0.840094347525795 0.645118480867218
"ATP2B1" 0.839776115266132 0.479387192439275
"DACH1" 0.838722084064211 0.774923122352385
"GLUL" 0.837940282650809 0.368005490760518
"HOXA11" 0.837784209521648 0.564802798929976
"ANGPT1" 0.837198818580409 0.702889876901387
"FRMD3" 0.834526855349328 0.730092656481539
"ZNF25" 0.834237505145812 0.299002465787117
"ZNF655" 0.83363376374035 0.63814422846698
"ROBO1" 0.833540503102263 0.694416225877123
"EIF3G" 0.832206939474712 0.147822961139306
"C10orf10" 0.831763539470766 0.545877012755623
"DUSP6" 0.831578677912416 0.575340836095598
"DEPDC1B" 0.830712072232746 0.368005490760518
"C2CD4B" 0.830450464187853 0.790297795921728
"SMN1" 0.83018374777856 0.359167376442419
"SMN2" 0.83018374777856 0.359167376442419
"DRAM1" 0.82997105378036 0.608963615565459
"CDH5" 0.829563742858329 0.571719024952092
"DDIT4" 0.825941152446312 0.630062550805464
"CPE" 0.824876098509252 0.79372509905662
"LPAR6" 0.823442777071911 0.635459033593292
"ACADSB" 0.823023743231454 0.448394807342679
"ADAMDEC1" 0.82266181342982 0.730092656481539
"IGDCC4" 0.822447783886066 0.75398808061168
"BHLHE22" 0.820354921473428 0.700214455131213
"TAP2" 0.815908594788092 0.404121176935255
"FSTL1" 0.815562564649599 0.693400863270635
"ABCC9" 0.815347114473974 0.556538234261042
"ZSWIM6" 0.814782562001653 0.382789885854738
"ARHGEF6" 0.814385002256413 0.450248722990128
"GAPT" 0.812411045016901 0.651571723757918
"COL18A1" 0.81096804334727 0.690819619438547
"RNASE4" 0.80956950225894 0.724829037357148
"ARHGAP15" 0.809147925971871 0.584935206136319
"RSRC1" 0.809059542326896 0.154336789802504
"DLG1" 0.809038945269702 0.310642888495133
"SH3YL1" 0.808340176545052 0.356137244854137
"PDE9A" 0.807659901240564 0.713519590292866
"TMEM44" 0.806558875245643 0.435618108003256
"COLEC12" 0.806411324722735 0.770537417664091
"PIK3R3" 0.806377554301117 0.295711028083772
"EMB" 0.805265495937149 0.751367599813853
"EMBP1" 0.805265495937149 0.751367599813853
